comments,star
"Fitur Terbaik:bagus Sepadan dengan Harga:sepadan pengiriman cepat, fiturnya oke. auto detect buat polusi udara. bisa control pake Xiaomi app, control speed manualnya lumayan kenceng kayak kipas gt cuma find kalo tidur ya tinggal mode auto atau sleep aja. semoga awet sampe 2 tahun.",5
"Packing nya aman jaya, barang bagus gk ada cacat,, fitur canggih,semoga awet dan berfungsi dengan baik",5
Sepadan dengan Harga:cocok Fitur Terbaik:bagus Mantap original Xiaomi terimakasih ,5
"Sepadan dengan Harga:worth the price sih, semoga awet dan berfungsi dengan baik Packaging kayu masih dilapis styrofoam biar nggak keguncang. Aman, mulus banget. Swmiga beneran nyedot bulu2 halus anabul yg ga keliatan",5
"Fitur Terbaik:child lock, connect app Sepadan dengan Harga:karena belum lama rilis, jadi okelah Produknya bagus, Suara ga terlalu bising walau dengan kecepatan tinggi",5
"Sepadan dengan Harga:ofkorsss Fitur Terbaik:sedjuuuk Bagus bgttt pemakaian mudah, bikin sejuk juga",5
Sepadan dengan Harga:value for money Fitur Terbaik:Ukuran produk yang compact dengan fitur yang maksimal Layanan penjual sangat bagus. Hanya saja lama di kurir pengiriman. Produk original xiaomi dan berfungsi dengan baik.,5
Fitur Terbaik:sangat baik Sepadan dengan Harga:baik,5
Pengiriman nya super cepat! Packing nya cuma plastik tipis sj tp aman banget! Masih belum di coba! Tapi pasti mantap deh.,5
"Fitur Terbaik:so far masih fitur umur aja Sepadan dengan Harga:lihat aja nanti Tidak bisa connect via aplikasi MiHome, mungkin regionnya emang ga support, manual book jga ga ada bahasa indonesianya.",5
Fitur Terbaik:puas Sepadan dengan Harga:puas kalau ada pilihan lgsg sampai bisa lebih baik lg,5
"Fitur Terbaik:baik Barang oke, semoga optimal membersihkan debu amin",5
"Barang sudah dicoba dan semua fungsi normal, konekin ke aplikasi nya mudah, kamar juga berasa lebih bersih. Packing kayu + gabus namun tidak tidak ada bubble. Thank you.",5
Fitur Terbaik:anti alergi Sepadan dengan Harga:paling murah di merek ini Semoga awet dan efektif mengurangi atau mengatasi alergi anak terhadap bulu hewan peliharaan,5
Saya ubah penilaian saya karena ada pengembalian uang sisa bayar filternya. Setidaknya saya tidak rugi banget karena dari xiaomi salah kirim barang. Untuk CSnya tolong diperbaiki kinerjanya karena slowrespon sekali.,3
Berfungsi dengan baik. Mudah dioperasikan. Belum dicoba ke app xiaomi. Semoga awet,5
Fitur Terbaik:membersihkan udara Sepadan dengan Harga:ya Barang sesuai dengan pesanan Hanya saja lama di pengiriman Dan tidak ada pelindung tetapi cukup aman untuk barangnya hanya saja dusnya agak rusak sedikt Alatnya jg berfungsi dengan baik Terima kasih xiaomi,5
Fitur Terbaik:fitur smart Sepadan dengan Harga:harganya oke,5
Terima kasih atas pengiriman barang yg cepat dan tepat sasaran dan tujuan,5
Sepadan dengan Harga:ok Fitur Terbaik:ok Barang bagus dan enteng,5
"Fitur Terbaik:membuat sejuk ruangan, mendetek asap dan kipas langsung kencang, moga awet Sepadan dengan Harga:gampang digunakan Rekomen bagi yang di rumah nya banyak debu",5
"Alhamdulillah sudah datang, Semoga awet yaa .. terimakasih seller.. sukses selalu",5
Fitur Terbaik:bikin udara menjadi bersih dan segar Sepadan dengan Harga:sesuai,5
"Fitur Terbaik:good Sepadan dengan Harga:yes Bagus bgt, gak berisik dan modelnya minimalis",5
"Fitur Terbaik:Baik Sepadan dengan Harga:Sesuai dengan harga Terimakasih, semoga awet",5
"Baru dicoba, dan langsung berfungsi, dan Alhamdulillah langsung hijau lampunya, artinya kualitas udara di ruanganku bersih. Semoga awet yaaa...",5
"Fitur Terbaik:bagus Bagus, pengiriman nya aja lamaaaaaaaaaaaa bangeeeeet",5
"Fitur Terbaik:buruk!!! Sepadan dengan Harga:tidak!!! pesen air purifier yang datang filter!!! udah disuru foto video ini itu ujung2nya disuru pengembalian tapi di tolak! seller slow respon giliran pas nanya produk fast respon. pikir2 lagi deh yang mau belanja disini. semoga duitnya berkah ya mas, mbak.",1
"Kirimnya lamaa, tpi itemnhmya bavus ga ad maslaah,",5
Bagus dan aman banget packaging nya ,5
"Barang sampe dengan selamat packing rapih dan pastinya aman.. Sudah ditess dan berfungsi dengan baik, kereen dah pokoknya",5
"Sepadan dengan Harga:Worth it Fitur Terbaik:Mantap Mantap, barang ori. Packing rapih",5
"Barangnya cukup cepat sampainya, kualitas produk baik, harga baik",4
Fitur Terbaik:suara halus ga berisik Baru di coba sih smga awet,4
"pengiriman cepat, gda penyok, baru dicoba blm tau gmn2 nya smoga bagus",5
Fitur Terbaik:ternyata gak ada level kecepatan fan nya Sepadan dengan Harga:oke Kaya ada bunyi baut kendor gitu gak tau benerinnya gimana Mau komplen tapi gak ada vidio unboxingnya ,4
"paket sampai dgn selamat,dibongkar,dipairing ke aplikasi,trus dinyalain malem pertama kerasa beda lebih seger hawanya",5
"Items dgn picture susuai, quality items very good, dgn value of money, yg worthies.",5
"Pesanan sesuai, packing rapi. Setting tidak semua pilihan negara bisa",5
"Sepadan dengan Harga:brasa cuma kipas doank Fitur Terbaik:gak ngaruh apa apa Nyesel beli yg ini niat pngn coba merk ini eh trnyta Gak ada perubahan apa apa yg ad anak malah lebih sering bersin. Filter gak fungsi. Masa d tes nyapu debu pas d depannya msh d bilang kualitas udara bagus! Pdhl sblmny pake sha*p bagus. Brasa cm kipas tok. Smpe skrg kualitas udara hijau terus mski byk debu, bau jg gk ilang.",2
Sudah di chat dari awal sebel d kirim tolong di cancel krna mau gnti barang . Tapi ga mau alasan udah 1 jam cekout.. kapok beli lgi .pdahal tidak merugikan. Punya Customer Service nya jg ga guna chat n pelayanan buruk sekali.. lama chat nya,3
Fitur Terbaik:biasa Sepadan dengan Harga:biasa Admin ny ngselin di chat cara penggunaannya gk di bales bales Customer servis ny buruk sekali kalo barang rusak / gbisa di pake gk di respon mending bali langsung ke toko deh,1
"Fitur Terbaik:tidak jelas, suaranya teelalu berisik. Sepadan dengan Harga:tidak menyerap debu dengan baik. Suara berisik sangat menganggu.",1
"Ukurannya ternyata cukup besar, smoga awet barangnya",4
"pengiriman cepat, fast respon, kualitas bagus",5
Mantap bagus purifiernya thx gan,5
Joss... Sangat bermanfaat semoga awet.. thanks shopee & xiaomi,5
Fitur Terbaik:Berfungsi dengan sangat baik,5
Mantap berfungsi dengan baik semua. Semoga awet dan bikin alergi debu saya hilang,5
"alhamdulillah.. sudah sampai..smoga rumah jd terbebas dr debu, virus n bakteri",5
alhamdulillah pesanan sudah sampai,5
Jasa kirim buruk sekali!!!!,5
Sudah dicoba sih.. berfungsi normal.. semoga bermanfaat.. semoga nanti harga filternya bisa lebih murah dikit.. mahal ya cyin.. thank you...,5
Semoga bermanfaat dan berguna,5
Fitur Terbaik:baik Sepadan dengan Harga:murah,5
Bagus,5
Fitur Terbaik:baik Sepadan dengan Harga:sesuai,5
"Packing palet kayu, super aman",5
Serumah isinya xiaomi hehehhe alhamdulillah,5
Baru dipakai. Bisa nyala dan semoga berfungsi dengan baik.,5
"Packing mantap, produk sesuai deskripsi, makasih banyak kak",5
"Bentuk barang nya bagus sih, cuman ali coba di tempat berdebu Dan tempat bersih sama Aja warna nya hijau, not sure kalau mesin nya faulty",3
"Fitur Terbaik:good Sepadan dengan Harga:good Pengemasan dan pengirimannya lama, admin di chat juga gajawab. Semoga awet yah. Thx",5
Fitur Terbaik:udara segar Sepadan dengan Harga:sepadan Bagus barangnya berfungsi dengan baik. Langsung di pakai setelah sampai.,5
"Fitur Terbaik:kipas angin Sepadan dengan Harga:ya Packing mantab dengan kayu,sesuai dengan pesanan,pengiriman sangat lama sekali",4
"Fitur Terbaik:oke Sepadan dengan Harga:oke Barang aman..pengiriman jg lumayan cepat, fitur2 oke..sip dah semoga awet aja barangnya",5
Berfungsi dgn baik tp pengemasan sedikit agak lama..,5
Fitur Terbaik:penjernih udara Packing nya standar bgt sampe sobek kardus sama plastiknya untung isinya aman pas dicobain semua berfungsi dengan baik Lain kali lebih aman lagi ya packingnya apalagi skrg cuaca lg exstrim tktnya knp2 dijalan Terimakasih,5
Udah compare review sama product sebelah dan akhirnya pilihan jatuh ke xiaomi. Untuk harga termasuk sangat terjangkau,5
"Maaf dokumentasinya beda soalnya barang sdh diambil yg punya, tp barangnya memuaskan, mantap sesuai harga.",5
Fitur Terbaik:smart control Sepadan dengan Harga:worth the price,5
Gercep udah sampe dan semoga bisa menyaring bulu” anabul dirmh,5
Bagus. Kalau di kamar ada mode yang engga bising. Bisq di atur jam aktif dan tidak aktifnya,5
"Sepadan dengan Harga:bagus Pengiriman lumayan lama,mungkin efek dari 6.6. pelayanan agak slow respon.semoga awet.trima kasih",5
"Fitur Terbaik:air quality sensor, hepa filter. Worth it to buy. Design minimalis Air purifier",5
Sepadan dengan Harga:semoga sepadan dengan harga Fitur Terbaik:sesuai kegunaan untuk menyaring partikel Yuhuu,5
Fitur Terbaik:bagus tampilannya Sepadan dengan Harga:mudahan sepadan. Termasuk murah. Sdh digunakan & berfungsi baik. Tp blm tau sejauh apa pengaruhnya. Pengiriman lama banget. Masa perlu seminggu..,5
Oke pesanan sudah sampai dengan selamat. Terimakasih seller,5
Harga ok. Packing aman. Pengiriman standard. Thanks seller,3
"Barang diterima dgn keadaan kardus bolong sampai menembus ke sterofoam dan productnya,",3
"Sepadan dengan Harga:MUNGKIN Fitur Terbaik:MEMINIMALISIR DEBU SEMOGA BERFUNGSI DENGAN BAIK, HANYA SAYANG LAYANAN SAMEDAY TIDAK BERLAKU UTK HARI YG SAMA, PESAN RABU, JUMAT BARU SAMPAI",5
Sepadan dengan Harga:semoga awet Fitur Terbaik:semoga bagus Pengiriman cepat. Semoga awet yahhh.,5
Pengirimannya lama banget  Order dari tgl 27 april masa sampenya baru 9 mei ,4
Sepadan dengan Harga:normal Fitur Terbaik:baik Barang sesuai pesanan semua baik,5
"Fitur Terbaik:bagus Sepadan dengan Harga:terjangkau Barangnya bagus, kualitasnya lumayan, semoga awet, thanks seller",5
"pengiriman cpt, semogaa berfungsii dgn baikkk! thnkk",5
"Sepadan dengan Harga:barang bagus, double pengemasan jadi aman",5
"Sangat sangat worth the price, lebih murah dari yg lain tapi jangkauan nya luas, bisa di atur pakai aplikasi juga. Keren!",5
"Pengiriman lumayan lama, pengemasan baik karna di packing kayu. Semoga awet dan berfungsi dgn baik. Untuk saat ini blm terlalu ngerasain perbedaannya",4
"Sepadan dengan Harga:bagus Fitur Terbaik:sesuai Packing aman banget pokoknya… cuma yah emang pengirimannya lama, tapi gpp tang penting aman",5
"Fitur Terbaik:ok Sepadan dengan Harga:ok g ada kartu garansi, dan g ada nota pembelian",4
"Fitur Terbaik:Masih ditinjau Barang baru sampai, tapi packingnya kayak biasa. Untung enggak ada penyok ",4
"Fitur Terbaik:semoga anak2 sehat Sepadan dengan Harga:sepadan Pengiriman cukup, packing aman banget pake pallete",5
"Datang dgn kondisi baik, packing kayu, aman, bisa dipakai..mantab..maaksih admin",5
Pengiriman aman. Semoga bisa berfungsi dengan baik.,5
Fitur Terbaik:terbaik Sepadan dengan Harga:terbaik Fiture terbaik harga terbaik air purifier ini ,5
"Fitur Terbaik:baik Sepadan dengan Harga:ya Barang berfungsi dengan baik, pebgiriman cepat",5
"Ukuran sangat compact, kecil2 cabe rawit. Biasa air purrifier size nya segede gaban. Semoga awet + berfungsi sesuai dengan deskripsi dan iklannya",5
Fitur Terbaik:silent and smart Sepadan dengan Harga:worth the price,5
"Sepadan dengan Harga:worth it Fitur Terbaik:membersihkan udara Membantu sekali alatnya untuk membersihkan udara di dalam kamar, menghilangkan bau ga sedap karena pelihara kucing, dan paling senang tu nyerap asap dari bakaran sampah tetangga y bikin sesak pake ini jadi lega untuk bernafas lg",5
"Sepadan dengan Harga:mungkin Fitur Terbaik:wireless kurang tau performanya untuk alergi/debu blm tralu kerasa, tp overall brgnya aku suka krn bs d atur jarak jauh dr app Mi Home. Style jg minimalis suka, fitur2 smua lancar untngnya ga ad cacat or mslah. sensor juga oke mnrut gw krn kl misal lg nyalain incense or ad asap smoke/masak dia trdeteksi dan gw nyalain skitar 10-15 menit dia cleaning so udara seger lg. all good.",4
Biarkan bintang yg mencerminkan kejujuran,5
Biar bintang yang bicara,5
Berfungsi dengan baik,5
Semoga berguna,5
ok,5
Joss,5
Berfungsi dengan baik ,5
CS slow,5
Mantab lah,5
Mantapppp,5
Mantap pengiriman cepat dan barang kondisi baik,5
Sepadan dengan Harga:sesuai dengan harga,5
