comments,star
"Tiba dalam keadaan baik, ga ada yang kurang, ga ada yang cacat, produk berfungsi dengan baik, rekomen sih ini ",5
"MasyaALLAH barangnya bagus bgt, kokoh dan berfungsi dg sangat Baik. Terima Kasih Seller. Semiga awet ",5
"Makasih banyak..barang bagus sesuai deskripsi... berfungsi baik, sedotan kenceng banget, buat bersihin daleman mobil juga efektif dan dapet hasil memuaskan... dalem mobil bersih, karpet, kasur lantai ... ga kaleng²..datang langsung coba ..",5
Kualitas produk bagus. Tapi belum dicoba semua fungsinya. Semoga awet dan tahan lama. Pengiriman cepat. Kartu garansi jg ada. Thanks.,4
"Paket vacum cleaner deerma dx700 sudah sampai, dicoba sedotannya kenceng tks .....",5
"Fitur Terbaik:handle pegangannya bagus Sepadan dengan Harga:bagus Gitu sampai langsung dicoba, bagus banget hisapannya. Debu d karpet langsung bersih  Pengiriman nya juga cepat ",5
yg kurasa dr 2x pemakaian sih sukaa (+): - daya hisapnya lumayan kuat dr vacuum2 lain yg mirip2 harganya - ada bagian yg panjang jd bisa menjangkau tmt yg tinggi/jauh - stiknya ramping jd muat utk masuk kolong tmpt tidur yg biasanya cuma sapu yg muat (-): • suaranya kencang • agak berat • cpt panas,5
"Pengiriman sesuai tanggal, packing sudah termasuk bunle wrap, untuk harga itu, vacum’nya worthed, dan surprisingly, sedotannya kuat juga, respon seller di chat komunikatif",5
"Daya serap debu nya bagus, bisa di lihat divideo, debu² yang nempel bisa terangkat dengan baik. Pengiriman pakai kargo, dari luar dibungkus dengan Bubble wrap dari dalam ada busa. Cukup aman. Hari ini baru sampai dan langsung saya coba untuk memastikan bisa nyala dan berfungsi dengan baik. Thx",5
"Fitur Terbaik:bagus Sepadan dengan Harga:oke Terima kasih,, Paket sudah saya terima,, kondisi oke sesuai pesanan.. sudah dicoba dan hasilnya sangat bagus,, pokoknya puas.. ",5
Product oooookeeeeeee material oooookeeeeeee berfungsi dengan baik moga awet siiiiiiipppp,5
"Terimakasih pesanan saya sudah sampai dengan selamat. Packing rapi, pengiriman cepat. Seller ramah dan fast respond. Kualitas produk cukup baik dengan harga yang sangat terjangkau dan terbaik.",5
"Produk baik tidak ada masalah. Efektif penyedotannya. Agak cepat panas tp ok sih kl buat 1 unit apartemen. Pengemasan cepat dan aman, pengiriman standar.",5
"Fitur Terbaik:oke Sepadan dengan Harga:terjangkau Harga murah tapi gak murahan, suara masih oke tidak terlalu bising, kabel panjang, pengiriman cepat, admin ramah, thank's min",5
"Produk oke sesuai pesanan, pengemasan rapi dan pengiriman cepat.",5
"Terima kasih, barang original, bagus, menyedot dg kuat, packing rapi, pengemasan dan pengiriman cukup cepat..terima kasih seller dan shopee",5
Barang sudah datang  sesuai expetasi dan vacuum nya luarrrr biasa kenceng dan rumah langsung bersih thank u seller sukses terus ya ,5
Fitur Terbaik:daya hisap keren banget Sepadan dengan Harga:ok Bagus banget . . Daya hisapnya juga kiat banget. Bagus... bagus banget... suka sekali,5
Fitur Terbaik:ergonomis Sepadan dengan Harga:sesuai Vacum cleaner dx 700 sudah diterima...terimakasih respon dan pengirimannya cepet..sudah di test suctionnya lumayan bagus...terimaksih semoga sukses.,5
"Barangnya rekomend banget,sedotan'y mantap,pengiriman agak lama,sesuai harga...",5
"barang sesuai gambar + harga  pengiriman standar, sesuai ekspektasi, cuma cpt panas ajaa.. suara bisingnya mirip mixer..  sukses trus seller ",5
"sesuai pesanan,packing aman,produk bgs..harga produk baik.tq yaa...",5
"maaf bru penilaian. vacuum nya sampai dgn selamat. lgsg dicobaa oke bgt nyedot debunya, debu2 nempel di kasur lgsg pd keangkat. buat suara mesinnya ya lumayan kenceng tp ga mengganggu bgt sih.. thank you seller",5
"Seller ramah dan fast respon, pengiriman cepat, Pengemasan baik, produk original dan kualitas sangaat baik, murah tapi tidak murahan, senang deh belanja disini. Terimakasih yaa. :)",5
"Maaf telat ngasih ulasannya baru sempet, barangnya nyampe dgn selamat ga ada cacat, pengiriman cepat, barang berfungsi dgn baik cuma bodynya ga rapi banyak permukaan yg bergelombang emg dari pabrik kayaknya, tapi buat sedotannya kuat dan bener rambut yg terhisap ga bakal kusut, bagus pokoknya",5
Packingan aman dan pengiriman nya juga lumayan cepat lewat kargo butuh 3 hari. Semoga awer,5
"Fitur Terbaik:bagus Sepadan dengan Harga:iya Berfungsi dg baik,malah dikelonin sm anabul aku.Thanks kak",5
"bagus, sedotannya kuat, estetik n packing sangat aman n cepat sampainya",5
"Pengiriman cepat kurirnya ramah untuk produk bagus dan semoga awet, tahan lama dan barokah mesinya cepat panas keseluruhan bagus",5
Barang bagus daya hisap kuat Namun sedikit berat dan cepat panas But thx seller worth it dengan harga,5
Barang datang sesuai pesanan Packing ok...amanlah... Daya sedotnya kenceng. Semiga awet yaaaaa Makasih ya,4
"Terima Kasih paket sdh di terima bubble wrapnya ada yg sobek, dusnya ada lubang sedikit, mgkn rusak wkt di ekspedisi Bagian dalam (produk) baik² saja, sudah di coba & berfungsi dengan baik semua daya sedot kuat, terhisap semua kotoran²",5
"Barang sampai dengan selamat tanpa kurang sedikit pun dan berkualitas berpungsi dgn baik, terimakasih,sedang belanja di toko ini...",5
"Sejauh ini sudah dipakai 5 kali aman2 aja, panasnya juga masih wajar, pengirimannya cepat, semoga awet sih, Terima kasih ya",5
"Barang sesuai pesananan, pengiriman cukup cepat. Semoga awet dan bermanfaat",4
Mantap dari harga dan kualitas produk nya maju terus dan sukses,5
"Pengiriman cepat, packing aman dan rapi. Barang sesuai foto Penggunaan gampang Overall sukaaaa",5
"Fitur Terbaik:fiturnya keren, bisa mengubah ujungnya sesuai yang kita mau Sepadan dengan Harga:ini barang bagus, sepadan dengan harga memang",5
Barang sudah sampai di customer.blm di cek krn masih dikantor. Semoga ga ada masalah.krn sebelumnya saya beli brg bagus ga ada lecet sama sekali.produk jg berguna banget...sangat bagus dan bermanfaat.drpd beli yg hrg 2x lipat dg fungsi yg sama....,5
Berfungsi dengan sangat baik. Pengiriman sangat cepat. Barang cepat panas semoga awet. Bagus banget ini,5
"Pengiriman cepat, Alatnya berfungsi dengan baik, semoga awet.",5
"Review setelah 3 hari pakai: Sangat mudah di bongkar pasang, daya sedot nya cukup kuat, model nya elegan dan minimalis. Okelah dg harga segitu. Minus: mesin cepet panas, agak berat untuk diangkat bagi perempuan.",5
Mikirnya bisa sapu sekaligus ngepel.. Ehehehe.. Agak bising ya tapi worth lah..  makasih ya cepet banget nyampenya.. Sukaaaa..,5
"Daya hisap sangat kuat, realpict dgn gambar.. walau pengiriman sangat lama tp sangat puas dgn produk nya ",5
Fitur Terbaik:cepat dan normal. Sepadan dengan Harga:kualitasnya. Barang cepat sampai dalam kondisi mulus dan berfungsi semua. Terimakasih. Mungkin untuk sparepart bisa diinfokan di brosur. Biar kalau pembeli bisa mbalik lagi ke toko ini kalau mau beli lagi sparepartnya.,5
Barang sudah diterima..kondisi bagus..sudah dicoba oke punya..sedotannya kenceng banget..,5
Barangnya sudah sampai dengan baik Barangnya bagus nyedot nya juga kuat Makasi ya.,5
"Paket sudah datang dengan selamat dan cepat,barang nya bagus,pengemasan juga aman,semoga awet ya, terimakasih",5
"Sudah dicoba, berfungsi baik.. ekspekatasi pengiriman juga cepet padahal luar Jawa. Cuma sellernya yg agak lama ngemas barang, tapi udah diusahain dapet yg warna putih.. makasih yaa..",5
"Bagus sesuai, daya hisap kenceng, warna juga bagus.. Semoga awet bertahun2 hehee, Packing aman juga, expedisi ramah bgt suka pokok nya.. Terimakasih",5
"Barang mantap parah buat derma, harga segitu bisa nyedot banyak debu banyak, barang cepet banget sampai, kurang double packagingnya kardusnya jd agak rusak tapi barang aman ,mkasih yaa seller",5
"Terimakasih paket sudah sampai pengiriman cepat pesan tanggal 20, datang tanggal 21. Sempet waswas karna bukan uang sedikit & punya orang juga hehe, tapi waswasku dibayar lunass dicoba buat sedot debu ternyata keangkat banget kuat sedotannya pengemasan juga aman terimakasih toko",5
"Packing+pengiriman aman dan cepet banget, barang bagus, sudah dicoba, tapi untuk karpet kurang bersih, kalai untuk lantai/gorden bersih banget, makasiih",5
"Barang bagus bangat dan berfungsi dengan baik. Harga standar, respon seller, packingan mantul.",5
"Barang sudah sampai, packing aman bubble wrap double, kecepatan pengiriman standart, barang bagus sudah dicoba berfungsi, thank shopee fan seller.",5
"bagus kok, worth dgn harga segitu.. udah dicoba.. debu juga keangkat semua.. ",5
Barang berfungsi dengan baik. Pengiriman oke seller informatif buat pilih pilih barang..order ke dua di sini.,5
Alhamdulillah barang sudah sampai dan sesuai orderan Packing aman dan rapih Terima kasih shopee dan seller,5
"Mantap berfungsi dgn baik, pengemasan aman sampai ditujuan, hrg murah, seller jg ramah",5
"Bagus bgt. Packing aman, gd yg rusak, semua lengkap, berfungsi dg baik, suara gk terlalu bersik, penyedot kuat, lumayan sedikit panas kalo di pake, tp emang klo udh panas dia mati sendiri yaa. Semoga awet. Thanks seller!!",5
Fitur Terbaik:sangat baik dan bagus product y Kualitas produk sangat baik produk original. Harga produk sangat baik kecepatan pengiriman sangat baik Respon penjual sangat baik trimakasih utk semuanya,5
Packing aman di tambah dengan bubble wrap gratis. Pengiriman cepat banget padahal ambil kargo...utk Vakumnya oke bangetttttt.... Ngangkat bulu² anabul dengan cepat. Terima kasih,5
Iiiiihhhh sebagusss itu barangnya.... G nyesel sie.. murah kualitasnya bagus.. tapi emng agak cepet panas tapi overall baguss bngettttttttttt...,5
"Pengiriman cepat, beli pas 4.4 dapet diskon Lumayan kenceng anginnya Like pokoknyaaa. Huhuhuhu",5
"Sekasur kotorannya segini boss..yuk buruan beli jugaaa biar tidurnya bisamantab... Barang bagus, sedotan kuat sangar banget Pengiriman cepat, mantab Recomended say Recomended say Recomended say Recomended say Recomended say Recomended say Recomended say Recomended say",5
"Aaah akhirnya sampai dengan selamat.. Karena saya memilih jasa pengiriman yg paling murah jadi aga lama sampainya ,but it's ok.. overall good conditions, sesuai dengan ekspetasi.. Semoga awet yaa.. Xixixi sudah amanah..",5
Packing aman sampai tujuan..tdk ada kerusakan/cacat... Begitu sampe langsung di coba tapi knp debunya pada keluar lagi di pembuangan anginnya...aduuh sampe ke mana2 debunya...padahal tabungnya jg blm penuh.. Sedotannya sih lumayan kuat buat karpet bagus cuma itu knp debunya pada keluar lg...,4
Terima pesanan sesuai orderan.. produk berfungsi dengan baik..tq,5
"Barangnya bagus sesuai ekspektasi,sedotannya juga cukup kuat,harga murah tapi gak murahan, recommended seller...",5
"Mantap produknya bagus auto kenceng nyedot debunya, terimakasih banyak",5
Barang bagus.. Pengiriman baik... Packing aman... Bagus banget....,5
Yeaayyyy paketku datang.. Langsung dicoba dong.. Dan trnyata sekuat itu nyedot debunya.. Makasih seller...,5
"sudah diterima dengan baik, sesuai pesanan, kondisi ok. terimakasih banyak kak",5
Barangnya bagus sesuai dengan yang di gambar dan deskripsi toko,5
"Barang nya sampai dengan selamat, packing aman Semoga awet",5
meski pun petunjuk penggunangan bahasanya cang cing cong  tp gk ush ragu langsung aja liat tutorial di youtube byk ko*oy nyedotnya kuat bgt y debu2 halus keanggat dong di karpet trmksh ya sellernya jg gercep deerma trmksh ,5
"Paling murah dari toko toko sebelah yang udah saya satronin satu per satu  Untuk barangnya baguuus.. entah beneran 15mpa atau ngga yg jelas bersih kesedot semua debu debunya. Mantap! Daaan filternya bisa dibeli, mudah dicari jika sudah tidak layak pakai, itu yg penting  Terima kasih! ",5
"Alhamdulillah vacum cleaner deerma sudah sampai dlm keadaan tidak kurang apapun, juga berfungsi dgn baik. Semoga awet ",5
"Barang bagus, lengkap, kualitas baik, kecepatan pengiriman baik, tepat waktu, sudah dicoba dan berfungsi dengan baik, murah tapi tidak murahan dan sedotan kuat, semoga awet, kurir ramah recommend store",5
"Barang udah di tes dan berfungsi dngan baik ,pengiriman cepat...thanks ya",5
"mantep banget vacumnya ka nyedotnya kenceng banget jadi lebih mudah buat bersih bersih rumah jadi gak males deh, hihi harganya juga lumayan murah",4
barangnya bagus. worth banget. pengiriman lumayan cepat,5
"Kualitas produk sangat baik, produk original, kecepatan pengiriman baik",5
Sesuai pesanan..daya sedot cukup kuat debu2 tersedot Semoga awet di mesinnya,5
Alhamdulillah karena punya kucing plus karpet bener2 ngefeknya kebangetan semoga awet yaaa,5
Sudah di coba.. berfungsi dengan baik. Barangnya bagus cuma cepet panas yaa.. smoga awet.. pengiriman cepat. Packing bubble wrap di luar tapi kardusnya ada yang jebol untung dipakai utk sendiri jadi gak masalah. Thx seller..,5
Fitur Terbaik:sedotannya kuat Sepadan dengan Harga:sangat sepadan Ngga di raguin lg sekian bulan cek2 dan baca2 tetap deerma di hati.....,5
Pengemasannya sangat rapih dan aman tentunya.... Berfungsi dengan baik ,5
"Bentuknya cantik, gak terlalu berat, langsung dicoba dan worth it lah..",5
"Harga bagus dan sudah dicoba kenceng sedotannya, penjual kurang respon tapi cepat dikirim dan barang nya bagus",5
"Bagud,debu dan kotoran langsung ke anngkat semua,memesinnya cepat panas,pengiriman memakai kargo lumayan lama tapi masih standarlah ga lama2 banget,respon seller cepat .. Setelah 2hr pemakaian baru sebentar aja langsung panas,dan klo udah panas bgt mesin otomatis mati,nyala lagi kalo udah ga panas..",5
Kwalitas baik .pengiriman cepat..tp sempat salah rumah ..untung di berikan,5
Barang bagus Semoga awet Seller nya ramah Ditanya selalu dijawab Thanks,5
"Barang datang sesuai pesanan. Bagus, berfungsi dengan baik, warnanya juga sukak, thank you seller",5
"Barang diterima dengan baik dan pengiriman juga aman, seller nya juga ramah dan sudah dicoba berfungsi dengan baik, tq seller..",5
Fitur Terbaik:ok Sepadan dengan Harga:ok Bagus bgt harga ok dan pengiriman sangat aman dan cepat makasih banyak seler ,5
Barang diterima dalam keadaan baik. Semoga awet. Belum dicek penggunaannya.,5
"Kualitas produk sangat baik, produk original, kecepatan pengiriman sangat baik, packing aman, barang sesuai gambar",5
"Keren, sedotannya kenceng, puas banget untuk harga segini. Sesuai request, dikasih colokan tipe standard. Garansi resmi Deerma Indonesia. Respon seller, proses pengemasan dan juga pengiriman juga sangat baik.",5
Bagus mantaaaaap vacum nya. Harga nya afdorable tadi sudah sy coba semua nya berfungsi baik. Pengoperasinya gampang. Agak berat sih tp okelah. Daya hisapnya paten,5
"Dus nyampe dlm kondisi agak penyok di bagian bawah. Tp gpp, isinya aman. Isi lengkap disertai buku, manual plus garansi. Thank you Seller.",5
"Pengiriman cepat sekali, untuk harga segini sesuai kualitas vacumnya, semoga awet tahan lama, terima kasihhhhhhhhhhhhhhhhhhhhhhhhhhhhhh",4
Fitur Terbaik:baik kardusnya udah kebuka tp barang bagus,5
Bagusss.... Sesuai dengan harganyaaa.... Sedotannya lumayan kenceng....,5
"respon penjual cepat, pengiriman cepat, packing aman pake bubble wrap. ini vacum harga nya ga smpe 500ribu. tapi kualitas vacum nya bagus. sedotan nya keceng. dikirim sesuai warna yg dimau. jd pengen beli lagi buat simpenan. makasih,,,",5
"Pengen nangisssssss Nemu barang sebagus iniiiii Kenapa gak dari duluuuu nemunya Sedotannya kenceng banget Bisa buat bersihin langit langit, kasur Gak lagi2 pake sapu yang malah bikin berdebu Semoga awet",5
Fitur Terbaik:lengkap Sepadan dengan Harga:lumayan miring ketika dapet diskon Semoga awet,5
"Pesanan telah sampai, udah di cek semuanya Komplit dan berfungsi dengan baik, Kalo Cepet panas wajar sie.. dengan harga segitu dengan tampilan yg moderen,, Agak berat dikit.",5
"Video unboxingnya adaaa, bismillah. Karna uda drakit belum dcoba, takut listrik mati tsay, jadi besok pagi dinyalainnya. Seller ramah banget,",5
Brang ny bagus dan enak d pkai,4
"Sudah tiba,,daya sedotnya bgus,tpi untuk debu yg menempel di permukaan agak sulit,dan cepet panas Yach...tpi suka cukup membantu",5
"Sedotannya kuat, semua debu2 di pigura tembok tersedot tebel bgt spt di gambar... Ternyata watt nya gede ya ",5
Mesin nya cepet panas... Mudah-mudahan awet...,4
"Barang sudah diterima dengan baik dan berfungsi dengan baik pula, semoga awet, sudha dicoba, sedotan cukup kuat, mantap",5
Barang bagus. Daya hisapnya kuat. Gampang dipake. Pas nyampe dus ada sedikit robek untung vacuum cleanernya aman.,5
"Pokoknya recommended seller, harga termurah dan barang jg blm kaleng2",5
"sorry baru confirm, sesuai pesanan.. baru sempat uji coba dLu soaLnya.. dan hasiLnya seperti dgambar, baru sbntr ud kya gitu.. mantap sedotannya, tq",5
"Barang diterima cepat, seller respon ok, produk sdh dicoba, sedotan ok tp manual instructionnya bahasa mandarin jd gak ngerti cara bersihin.",5
Fitur Terbaik:baik Sepadan dengan Harga:sesuai Terima kasih ,5
Barang smpai dngn aman....makasih....smoga awet barangnya.....,5
baranh sudah datang dan berfungsi dengan baik.terima kasih,5
Barang original bagusss recommended seller pkkoeee jossss,4
"Produk ok , berguna banget buat di rumah, suara tidak bising, pegangan Aman . Pembelian kedua produk Deerma di toko ini, thank you",5
"packing aman,produk berfungsi dg baik...tooooooopppp",5
"Paketnya sudah sampai dengan selamat, packaging rapi ,belum di coba sih semoga berfungsi sebagai mana mestinya dan semoga awet.. terimakasih seller",5
"Pengiriman cepet banget, alat berfungsi dengan baik, worth it dengan harga segitu sih, lumayan bisa buat bersihin kolong Thank you seller",5
Sedotannya mantappppp.... Barang nya ORI pokoknya recommended banget belanja disini...,5
Sepadan dengan Harga:lumayan Terima kasih barang nya sudah smpai...daya sedot nya kuat....,5
Kualitas ike Harga murah Toop deh,4
Produk original lengkap ada kartu garansi deerma indonesia.,5
Fitur Terbaik:sedotan kenceng Sepadan dengan Harga:dapet flash sale akhir tahun Bagus semoga awet..pengiriman agak lama karena pake kargo overall okey,5
"Barang sudah sampai dengan aman,pengiriman cepat. Produk bagus sekali terimakasih",5
"Produk berfungsi dgn baik, sedotan kencenggg... Recommended Seller !",5
"kuliatas produk sangat baik, produk original, harga produk sangat sangat baik, kecepatan pengiriman baik, respon penjual sangat baik, kuliatas produk sangat baik, produk original, harga produk sangat sangat baik, kecepatan pengiriman baik, respon penjual sangat baik ",5
Barang bagus sesuai dengan harapan,5
"Fitur Terbaik:sedotannya lumayan kenceng untuk harga segitu Hemat tempat pula ,bisa d taruh berdiri..bye² sapu & cikrak ",5
"Yuhuuu... akhirnya pesanan saya datang....barang berfungsi dgn baik, Alhamdulillah.. packing juga tapi bgt.. trimakasih seller ",5
"Fitur Terbaik:lumayan kuat daya hisap nya Kualitas produk bagus, original, daya hisapnya lumayan kuat, model produk dinamis,tapi sayang cepat sekali mesin nya panas dan suara yg dikeluarkan lumayan keras jadi agak bising, semoga awet, terimakasih seller semoga sukses selalu #recomendedseller",5
"Kualitas produk sangat baik. Produk original. Harga produk sangat baik. Kecepatan pengiriman sanga baik. Respon penjual sangat baik. Produk lengkap, belum d coba mudah2an awet.thnx seller.",5
Awalnya kurang kaki nya Tp respon adminnya oke sesuai prosedur Langsung di kirim kekurangan Berfungsi dengan baik Semoga awettttt,5
"Baru sempet ksi review, barang'x bagus & G ad cacat sm sekali. Wrna jg sesuai yg ak pesan, hrg sgini ud dpt yg bagus seneng bgd. Mksi seLLer ",5
"Semua berfungsi baik,,pengiriman cepat,,tenaga okee bngett,,gak nyesel deh top markotopp",5
"Kualitas baik, baru dipake sekali, pengiriman standar, dengan harga segitu kualitas oke",5
Langsung dicoba ke sofa dan hasilnya? Warbiyasah... Semua debu sofa keangkat! Daya vacuum jg kuat. Best buy bgt sih menurut aku ,5
Barang sudah sampai dan bikin kaget. Kerdusnya robek. Takut ngaruh sama barangnya dan alhamdulilah si egak. Mungkin harus di tebeli lg kali ya wrapnya dan trnyata kok gak fragile juga. Selebihnya insya allah aman. Terimaaksih.,5
"Keren barangnya, bekerja dengan baik, pokoknya rekomen dah",5
"Pengiriman sesuai, barang oke banget. Nyedot debu banget ",5
Paketnya sudah sampai kondisi baik dan paking aman.. Terima kasih banyak & semoga bermanfaat..,5
"Cakeeeppppp suara jg ga begitu berisik si , dan mesin jg dipake nya ga cepet panas jg . Ak ada cb merk lain punya kk trnyata lbh berisik dan cepet mesin di bagian mesin nya . Bagusss deh ga ragu buat beli dr awal mantep pengen yg seri ini . Bundling sama hepa filternya pula bisa buat ganti².",5
"Menurut saya produk yang di kirim sesuai dengan gambar dan deskripsi. Pengiriman cepat dan packing bagus sehingga barang sampai di tujuan dlm keadaan baik. Harga juga ga mahal disini, kalo mahal saya beli di seller lain. Rekomen deh belanja disini. Makasih ya seller yang jujur, mantap!!!",5
Fitur Terbaik:sedotan mantap Sepadan dengan Harga:oke lah Terbaik vacuum cleaner dengan harga segini,5
"pengemasan baik, aman, cepet juga datengnya. dalem box juga dah ada busa nya jadi barang aman. cuma ternyata colokannya beda sama yg di biasa dipake. ngga papa sih, cuma kudu nyiapin buat colokan aja",5
"Sesuai pesanan, udah dicoba dan berfungsi dengan baik, dapet adaptornya juga, sellernya ramah dan pengirimannya cepat.. makasih.. ",5
Alhamdulillah barang sudah sampai dgn baik dan pengiriman cepat rekomendasi ,5
"Shopee adalah situs elektronik komersial yang berkantor pusat di Singapura di bawah naungan SEA Group, yang didirikan pada 2009 oleh Forrest Li. Shopee pertama kali diluncurkan di Singapura pada tahun 2015, dan sejak itu memperluas jangkauannya ke Malaysia, Thailand, Taiwan, Indonesia, Vietnam, dan",4
"Alhamdulillah udah smp dr beberapa hari lalu cuma baru d'coba & bagus jg... Semoga awetttt jd lebih mudah bersihin debu'y... Semua'y ok, krna d'packing dgn bagus...",5
Good product original and nice packing super fast delivery super price,5
"Kualitas produk bagus, pengemasan tidak dobel tapi masih aman, pengiriman cepat, semoga awetlah",5
"Kualitas produk bagus, pengemasan tidak dobel tapi masih aman, pengiriman cepat, semoga awetlah",5
maaf karna vid sama fotonya gak sesuai. buat barangnya worth to buy bgt. pengirimannya juga mayan cepet dan aman bgt. seller juga responsif.,5
Vacuumnya baguuusss... Sudah dicoba dan berfungsi dengan sangat baik. Semoga awet. Thx seller,5
"Safely landed & vacum berfungsi dg baik, daya serap juga baik banget bisa mengangkat bulu2 anabulku & kotoran2 lainnya (tp bkn daya serap super sih memang). Suara jg tidak terlalu bising banget, si anabul tidak lari mendengar suaranya. Dg harga 399k plus ada voucher potongan toko it's affordable.",5
Terima kasih paket di terima dengan baik dan berfungsi dengan baik ...,5
"Fitur Terbaik:keren sih, Sepadan dengan Harga:yap Hisapannya kenceng, suka Tp menurut aku agak berat dan cpt panas Tp over all OK Tp minus di kurir yg terlalu lelet. Nama ekspedisinya ga sesuai dg kinerja nya You knowlah ya apa itu",5
"Fitur Terbaik:bagus daya hisap kuat bulu kucing sy langsung tersedot Sepadan dengan Harga:harga sgt bersaing dgn seller lain tp kualitas sama original Barang dtg dgn selamat tanpa rusak,packing aman dibungkus bublewrap tebal.lngsng dicoba dan bagus.cm di pengiriman aja jne truck nya jrg di update paket sdh sampai mana dan pengiriman 5hri.tp overall untuk vacum sgt recomend dgn harga lbh murah dr seller lain tp kualitas bagus.",5
"Produknya bagus, sesuai dengan ekspektasi dan sesuai pengirimannya juga cepet banget, harga murah dan berkualitas banget ini mah, respon penjualnya pun cepet banget",5
Serius jne parah banget paket saya sobek gini. Untuk vacum nya aman ga ada kendala sama sekali. Sedotannya kuat. Cuma mesin nya cepat panas. Sepertinya ada sistem otomatis ketika mesin panas sedotanya tidak terlalu kencang. Rekomen buat yang mau beli sellernya ramah barangnya bagus,5
Kualitas produk sangat baik pengiriman cepat barang original harga murahhh meriahhh penjual baik ramah bertanggung jawab fast respond ga kaya dia pokonya happy banget barang udah nyampeeee,5
"hari ini pesan besok sampaiiiiii. packaging buble wrap alhamdulillah kardus juga aman, ga penyok. barangnya bagus, daya hisapnya kuat. warna putihnya juga cakep. enak dihandle nya. barangnya ga murahan, bahannya bagus.",5
"Barangnya aman packing rapih , respon seller nya juga cepet dan baik . cuma kemarin ada drama dari ekspedisinya aja paket saya lama banget sampenya udah komplain tp responnya lama banget ini aku pesan tgl 14 sampe tgl 23 .",5
