comments,star
Fitur Terbaik:belum tau..br pertama kali cobain Sepadan dengan Harga:ya... Semoga berfungsi baik & awet,5
Barang sudah sampai dengan selamat.. Bingung cara membukanya... Lumayan seger sih semoga awet..,5
"Udara nya jadi seger, kek pake oksigen di idung, dingin2 sejuk gtu",5
Paket telah saya terima. Semoga produk ini berguna buat keluarga saya ,4
Semoga awet,5
Lain kali kurir sentral kargo itu ga usah dipake bikin kecewa konsumen aja.,5
Mantap udara kamar jadinya sangat segar...semoga awet..terimakasih,5
"MasyaAllah, berfungsi normal. Alhamdulillah Semoga alergi tiap bangun tidur lenyappp Aamiinn Tq seller ",5
"Video unboxing nya ga bisa dishare semua, tapi Terima kasih untuk toko dan team nya",5
"barang ori, pelayanan good",5
"Mantap, berfungsi dengan baik Pengiriman cepat",5
Mantappp barang datang dengan selamat.,5
Sesuai pesanan & udara menjadi segar,5
Barang sudah diterima dengan baik.,5
Smoga g da kndala ya,4
Semoga awet yaa,5
"Semoga awet, thanks",4
"Sesuai foto, berfungsi dengan baik. Semoga awet",5
Terimakasih responnya,5
Mantap,4
"Maaf gda foto, tdi d vidio durasinya kelamaan , ga bisa vidio ulang, keburu berangkt kerja , tp barang bagus semoga awet..makasih seller makasih kurir..",5
"Fitur Terbaik:Bagus Sepadan dengan Harga:Sepadan Alhamdulillah sudah sampai. Berfungsi dengan baik, semoga awet. Terimakasih Seller dan Shopee",5
Kualitas produk sangat baik. Produk original. Harga produk sangat baik. Kecepatan pengiriman sangat baik. Respon penjual sangat baik,5
"Fitur Terbaik:menjernihkan udara kamar setelah digunakan untuk merokok Sepadan dengan Harga:mungkin Pengemasan aman dan rapi. Sayangnya bahannya plastik yg cenderung rapuh, terkesan murah dgn kualitas plastiknya. Tapi secara fungsi bekerja dgn baik. Pada buku panduan pemasangan filter cukup ribet lebih tepatnya sulit dimengerti pada bagian gambar, sehingha saya hrs mencari tutorial di youtube. Overall sejauh ini bagus.",5
Sepadan dengan Harga:ya Fitur Terbaik:penyaring udaranya Suaranya agak berisik tapi barangnya berfungsi dengan baik. Thankyou,5
"Mantap, pengiriman cepat, barang berfungsi dengan baik smoking room kopi benang merah  Terima kasih dan sukses selalu seller!",5
Sepadan dengan Harga:belum dicoba semoga bagus berfungsi,5
"Sepadan dengan Harga:sesuai harga, lumayan bagus. Fitur Terbaik:boleh lah Packing rapi aman karna pakai gosend. Barang bagus, Saller slow respon..",3
Sepadan dengan Harga:ok Fitur Terbaik:baik Pesanan sudah sampai dengan cepat dan aman.. berfungsi dengan baik. Topmarkotop dah,5
"Sangat puas dengan admin yg sangat responsif dan juga produk sesuai harapan. Rekomendasi bgt, good job ",5
Fitur Terbaik:mantap Sepadan dengan Harga:mantap Persiapan ada baby nnti ,5
"Sepadan dengan Harga:oke Fitur Terbaik:mantap Pengiriman sangat cepat, semoga awet dan tahan lama.",5
Sepadan dengan Harga:bgus Fitur Terbaik:bgs Mudhn tahan awet bgus Garcep Owner fast respon Sukaes ya Aman packinhan aman,5
Fitur Terbaik:mode auto Sepadan dengan Harga:ya Alhamdulillah paket nya dateng juga.. Lumayan lama nungguin nya karena pengirimannya pake kargo tapi alhamdulillah barang nya aman .. Makasih seller..,5
"produk dterima dengan baik dan aman.. produk berfungsi dengan baik dan semoga awet.. coba bersin dekat sensor, indikator air quality nya msh tetep ijo.. coba semprot minyak wangi di baju, baru dah air quality nya lgsg merah thanks kk seller..",5
"Brg sesuai harga. Klo dbandingin dgn yg 1jt ke atas ya jelas terasa bedanya. Ya yg penting udara bs bersih aja. Pengiriman cpt bgt, pake cargo cuma 3 hari. Packing aman tp pas nympe belakangnya ga rapat, untung bs dirapetin wlpn hrs buka mur2nya dlu.",4
Sepadan dengan Harga:oke berfungsi dgn baik Fitur Terbaik:otomatis,5
"Sepadan dengan Harga:Ekonomis Fitur Terbaik:Bisa Auto mode Sudah rasakan efeknya dalam ruangan Lebar 3 meter, panjang 6 meter, sett 2 jam mode Auto ruangan tidak pengap, agak lebih plong dari sebelum pakai Air purifier ini. Semoga kedepannya awet Fan nya dan tidak ada masalah teknis. Recommended barang ini untuk di beli.",5
"Fitur Terbaik:baguss poll Kualitas bagus, udara jadi bersih dan tidak bau, krna saya punya 3 anambul dalam 1 ruangan, biasanya ruangan bau pup dan kencing kucing. Skrg jadi tidak berbau dan tidak lembab",5
"Sudah coba pakai merk Sharp & Panasonic, sekarang mau coba yg harganya ekonomis. Fiturnya cukup lengkap, ada ion nya tetapi perbedaan paling mencolok dari yg sy beli sebelumnya adalah suaranya yg agak berisik. Kalau dipakai saat terjaga saya rasa tidak jadi masalah, tetapi kalau saat tidur waah bisa nggak tidur nyenyak nih. Harapan Sy filter HEPA tetap selalu ada ya.",4
Sepadan dengan Harga:yak Fitur Terbaik:dingin Mantaaaap. Pengiriman cepat. Komunikasi driver cargo baik. So far baguuuus. Jadiiiiii saya suka. Ini awet gak yaaaaah? Semoga awet soalnya berharap ini bs membantu sirkulasi kamar karna suamikkkk suka ngrokok dikamar. Terimakasih sehat selaluuuu. Oiyaaaaaa koinnya juga mayan cashbacknya xixixixixixi. Wajib beliiii krn murce,5
"Fitur Terbaik:bagus Sepadan dengan Harga:okelah Suaranya kipasnya terdengar lebih, tingkat kebisingan masih bs lah",5
"Berfungsi dengan baik. Pesan polos, yg sampe motif tapi gak apa2 deh",5
Sepadan dengan Harga:pas Fitur Terbaik:penyaring udara Sudah datang sesuai dengan pesanan.. Alhamdulillah tidak ada yg cacat.. lumayan buat kamar karna ada kucing juga,5
Fitur Terbaik:bagus Sepadan dengan Harga:iya Pesanan sesuai baru dicoba semoga aja awet untuk suaranyA g brisik,5
"Barang sampai dengan baik dan pengemasan jg baik , kualitas alat lumayannaik",5
masyaAllah Alhamdulillah sampai dengan selamat semoga awet,5
Trnyata kaya ada bagian yg ga rapet..maaf di nilai ulang krna ada sedikit defect,4
mantap! sesuai ekspetasi semoga berfungsi dgn baik dan awet.,5
Mantap..barang bagus,5
Terimakasihhhhh. Berfungsi dengan baik,5
"Semoga barangnya awettt,,,thx seller",5
barang sesuai berfungsi normal,5
"Semoga bermanfaat, amin",4
Belum dicoba soalnya,4
Trimakasih ,5
Baguss,5
mantap gan udara jd seger,5
Kerennnn,5
Sepadan dengan Harga:ok Fitur Terbaik:baik,5
Berfungsi baik.. Mantep sesuai deskripsi,5
Fitur Terbaik:oke Sepadan dengan Harga:harga bersahabat Packing rapih Pengiriman cepat Respon penjual juga baik Mudah2an barang awet,4
Qwertyuiopasdfghjklzxcvbnm 123456789 top bgt sip dah bos,4
